INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION,TUITIONFEE_IN,TUITIONFEE_OUT
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,32114-3900,29.189903,-81.048367,0.6736,5,42304.0,42304.0
Florida Agricultural and Mechanical University,Tallahassee,FL,32307,30.428504,-84.290226,0.5194,5,5785.0,17725.0
Florida Atlantic University,Boca Raton,FL,33431-0991,26.372421,-80.102978,0.6433,5,4879.0,17324.0
Florida State College at Jacksonville,Jacksonville,FL,32202,30.334918,-81.659901,0.3243,5,2878.0,9992.0
Flagler College,Saint Augustine,FL,32084,29.892733,-81.314887,0.5589,5,26610.0,26610.0
Florida College,Temple Terrace,FL,33617,28.034936,-82.383289,0.5064,5,18920.0,18920.0
AdventHealth University,Orlando,FL,32803,28.576142,-81.367687,0.3562,5,20880.0,20880.0
Florida Institute of Technology,Melbourne,FL,32901-6975,28.065773,-80.623123,0.6545,5,44360.0,44360.0
Florida International University,Miami,FL,33199,25.75732,-80.373928,0.7387,5,6565.0,18963.0
The College of the Florida Keys,Key West,FL,33040,24.582748,-81.74446,0.408,5,3279.0,13162.0
Florida Memorial University,Miami Gardens,FL,33054-6199,25.918278,-80.270753,0.3023,5,19110.0,19110.0
Florida Southern College,Lakeland,FL,33801-5698,28.032443,-81.948203,0.6933,5,42360.0,42360.0
Florida State University,Tallahassee,FL,32306-1037,30.443147,-84.295064,0.8299,5,5656.0,18786.0
University of Florida,Gainesville,FL,32611,29.64629,-82.347911,0.9151,5,6381.0,28659.0
Full Sail University,Winter Park,FL,32792-7429,28.596546,-81.301286,0.4959,5,26417.0,26417.0
Gulf Coast State College,Panama City,FL,32401,30.185542,-85.727918,0.448,5,2370.0,8635.0
Hillsborough Community College,Tampa,FL,33606-3584,27.934888,-82.456253,0.332,5,2506.0,9111.0
Hobe Sound Bible College,Hobe Sound,FL,33455,27.066304,-80.13184,0.6071,5,9068.0,9068.0
Indian River State College,Fort Pierce,FL,34981-5596,27.42416,-80.358682,0.4248,5,2764.0,10201.0
Jacksonville University,Jacksonville,FL,32211-3394,30.353227,-81.60458,0.5697,5,46180.0,46180.0
Keiser University-Ft Lauderdale,Fort Lauderdale,FL,33309,26.185869,-80.163959,0.4421,5,24136.0,24136.0
Florida Gateway College,Lake City,FL,32025-2007,30.175298,-82.5679,0.5657,5,3100.0,11747.0
Lake-Sumter State College,Leesburg,FL,34788-8751,28.828649,-81.797193,0.4466,5,3292.0,13276.0
Luther Rice College & Seminary,Lithonia,GA,30038-9869,33.698126,-84.123179,0.0,5,10538.0,10538.0
State College of Florida-Manatee-Sarasota,Bradenton,FL,34207,27.43804,-82.590887,0.3487,5,3074.0,11595.0
Miami Dade College,Miami,FL,33132-2204,25.777717,-80.190856,0.4469,5,2838.0,9661.0
University of Miami,Coral Gables,FL,33146,25.72126,-80.278662,0.8423,5,59926.0,59926.0
North Florida College,Madison,FL,32340,30.473841,-83.420732,0.6348,5,3054.0,11400.0
University of North Florida,Jacksonville,FL,32224-7699,30.27194,-81.509144,0.6818,5,6389.0,20793.0
Nova Southeastern University,Fort Lauderdale,FL,33328-2004,26.082288,-80.249891,0.6434,5,37080.0,37080.0
Northwest Florida State College,Niceville,FL,32578-1295,30.540017,-86.47456,0.4288,5,3246.0,11625.0
Palm Beach Atlantic University,West Palm Beach,FL,33401,26.7044,-80.05247,0.5895,5,37990.0,37990.0
Palm Beach State College,Lake Worth,FL,33461-4796,26.61256,-80.08653,0.4122,5,3050.0,10910.0
Pasco-Hernando State College,New Port Richey,FL,34654-5199,28.2751,-82.646727,0.4293,5,3155.0,12032.0
Pensacola State College,Pensacola,FL,32504-8998,30.479267,-87.200265,0.4198,5,2348.0,9407.0
Polk State College,Winter Haven,FL,33881-4299,28.032411,-81.711873,0.3396,5,3366.0,12272.0
Ringling College of Art and Design,Sarasota,FL,34234-5895,27.360931,-82.547803,0.708,5,55480.0,55480.0
Rollins College,Winter Park,FL,32789-4499,28.592787,-81.349239,0.7689,5,58300.0,58300.0
Saint Leo University,Saint Leo,FL,33574-6665,28.336776,-82.257801,0.4878,5,28360.0,28360.0
St Petersburg College,St. Petersburg,FL,33701,27.773264,-82.636587,0.3747,5,2682.0,9286.0
Santa Fe College,Gainesville,FL,32606-6210,29.681037,-82.433143,0.5209,5,2563.0,9189.0
Seminole State College of Florida,Sanford,FL,32773-6199,28.745482,-81.308003,0.4195,5,3227.0,11447.0
St. John Vianney College Seminary,Miami,FL,33165-3244,25.742579,-80.337411,1.0,5,23100.0,23100.0
Saint Johns River State College,Palatka,FL,32177,29.647516,-81.681387,0.4573,5,2830.0,10352.0
South Florida State College,Avon Park,FL,33825-9356,27.56974,-81.508667,0.5113,5,3165.0,11859.0
University of South Florida,Tampa,FL,33620-9951,28.061458,-82.413232,0.7458,5,6410.0,17324.0
St. Thomas University,Miami Gardens,FL,33054-6459,25.922071,-80.253273,0.4342,5,34770.0,34770.0
Stetson University,DeLand,FL,32723,29.035475,-81.300746,0.628,5,55220.0,55220.0
Southeastern University,Lakeland,FL,33801-6034,28.029733,-81.918382,0.433,5,31732.0,31732.0
Tallahassee Community College,Tallahassee,FL,32304-2895,30.443866,-84.339,0.3692,5,2026.0,8062.0
Talmudic College of Florida,Miami Beach,FL,33140-3854,25.811996,-80.136293,0.5882,5,16750.0,16750.0
The University of Tampa,Tampa,FL,33606-1490,27.948455,-82.46483,0.6192,5,33424.0,33424.0
Trinity Baptist College,Jacksonville,FL,32221,30.311171,-81.79626,0.4423,5,14300.0,14300.0
Trinity College of Florida,Trinity,FL,34655-4401,28.194732,-82.678318,0.0,5,16300.0,16300.0
Valencia College,Orlando,FL,32811,28.520783,-81.464275,0.4352,5,2474.0,9383.0
Warner University,Lake Wales,FL,33859-8797,27.825751,-81.599972,0.3492,5,28160.0,28160.0
Webber International University,Babson Park,FL,33827-0096,27.838778,-81.532315,0.2601,5,32150.0,32150.0
Rasmussen University-Florida,Ocala,FL,34474-6226,29.140099,-82.197343,0.5103,5,15117.0,15117.0
University of West Florida,Pensacola,FL,32514-5750,30.549076,-87.218511,0.6176,5,6360.0,19241.0
Abraham Baldwin Agricultural College,Tifton,GA,31793-2601,31.481889,-83.528281,0.2912,5,3195.0,10101.0
Agnes Scott College,Decatur,GA,30030-3770,33.769268,-84.295459,0.7052,5,48150.0,48150.0
Albany State University,Albany,GA,31705,31.56928,-84.141825,0.2279,5,5934.0,16656.0
Andrew College,Cuthbert,GA,39840-5550,31.772321,-84.795021,0.2696,5,19126.0,19126.0
Point University,West Point,GA,31833,32.87912,-85.184931,0.4044,5,22300.0,22300.0
Atlanta Metropolitan State College,Atlanta,GA,30310-4448,33.70893,-84.404659,0.1429,5,3105.0,9731.0
Clark Atlanta University,Atlanta,GA,30314-4391,33.747628,-84.412584,0.478,5,26446.0,26446.0
Berry College,Mount Berry,GA,30149,34.290414,-85.189202,0.7391,5,40416.0,40416.0
Beulah Heights University,Atlanta,GA,30316,33.736993,-84.35768,0.1667,5,8492.0,8492.0
Brenau University,Gainesville,GA,30501-3668,34.303117,-83.821513,0.3536,5,33275.0,33275.0
Brewton-Parker College,Mount Vernon,GA,30445,32.185718,-82.586136,0.2349,5,21696.0,21696.0
College of Coastal Georgia,Brunswick,GA,31520-3644,31.181983,-81.486169,0.2556,5,3483.0,10389.0
Clayton  State University,Morrow,GA,30260-0285,33.594079,-84.328174,0.3539,5,5068.0,15790.0
Columbus State University,Columbus,GA,31907-5645,32.50096,-84.94106,0.4174,5,5751.0,16805.0
Covenant College,Lookout Mountain,GA,30750-4164,34.965161,-85.375066,0.7186,5,40464.0,40464.0
Dalton State College,Dalton,GA,30720-3797,34.774221,-85.002775,0.2959,5,3283.0,10189.0
South University-Savannah,Savannah,GA,31406,31.999481,-81.105531,0.2273,5,18238.0,18238.0
East Georgia State College,Swainsboro,GA,30401,32.594944,-82.309021,0.1376,5,2736.0,9088.0
Emmanuel University,Franklin Springs,GA,30639,34.283641,-83.14822,0.346,5,23664.0,23664.0
Emory University,Atlanta,GA,30322,33.790183,-84.325512,0.9176,5,60774.0,60774.0
Georgia Highlands College,Rome,GA,30161-3897,34.169791,-85.207356,0.2079,5,2944.0,9296.0
Fort Valley State University,Fort Valley,GA,31030-4313,32.537595,-83.89537,0.4519,5,5392.0,16114.0
Georgia Institute of Technology-Main Campus,Atlanta,GA,30332-0530,33.77242,-84.394832,0.9228,5,11764.0,32876.0
Georgia Southwestern State University,Americus,GA,31709-4693,32.054662,-84.217738,0.3191,5,4980.0,15702.0
Georgia College & State University,Milledgeville,GA,31061,33.082787,-83.231962,0.6157,5,8998.0,28178.0
Georgia Southern University,Statesboro,GA,30460-8126,32.426153,-81.784045,0.5205,5,5905.0,16959.0
Georgia State University,Atlanta,GA,30303-3083,33.7527,-84.38667,0.5372,5,8478.0,23709.0
University of Georgia,Athens,GA,30602,33.956262,-83.374039,0.8716,5,11180.0,30220.0
Gordon State College,Barnesville,GA,30204,33.04571,-84.154508,0.1731,5,3475.0,10381.0
LaGrange College,Lagrange,GA,30240-2999,33.038564,-85.043113,0.4176,5,34540.0,34540.0
Life University,Marietta,GA,30060,33.932781,-84.514729,0.3214,5,15036.0,15036.0
Herzing University-Atlanta,Atlanta,GA,30303,33.754218,-84.387251,0.2917,5,13420.0,13420.0
Mercer University,Macon,GA,31207,32.829134,-83.649392,0.7339,5,40890.0,40890.0
Morehouse College,Atlanta,GA,30314,33.745982,-84.414917,0.5267,5,31725.0,31725.0
Morris Brown College,Atlanta,GA,30314-4140,33.753707,-84.407668,1.0,5,9558.0,9558.0
Oglethorpe University,Atlanta,GA,30319-2797,33.875441,-84.333687,0.5392,5,45806.0,45806.0
Paine College,Augusta,GA,30901-3182,33.469545,-81.993225,0.2169,5,14596.0,14596.0
Piedmont University,Demorest,GA,30535-0010,34.566042,-83.542126,0.4146,5,30680.0,30680.0
Reinhardt University,Waleska,GA,30183-2981,34.319756,-84.554264,0.3562,5,28420.0,28420.0
Savannah College of Art and Design,Savannah,GA,31402-3146,32.072964,-81.09395,0.7048,5,40595.0,40595.0
Savannah State University,Savannah,GA,31404-5310,32.024781,-81.063377,0.2517,5,5498.0,16218.0
Shorter University,Rome,GA,30165,34.257543,-85.196529,0.3708,5,24044.0,24044.0
Spelman College,Atlanta,GA,30314-4399,33.745279,-84.411527,0.761,5,30058.0,30058.0
Thomas University,Thomasville,GA,31792,30.815576,-83.963587,0.2778,5,11640.0,11640.0
Toccoa Falls College,Toccoa Falls,GA,30598,34.593414,-83.357617,0.4601,5,23250.0,23250.0
Truett McConnell University,Cleveland,GA,30528,34.596306,-83.748911,0.4115,5,25568.0,25568.0
Valdosta State University,Valdosta,GA,31698,30.847402,-83.289282,0.4174,5,6007.0,17062.0
Wesleyan College,Macon,GA,31210-4462,32.876037,-83.715417,0.6056,5,27650.0,27650.0
University of West Georgia,Carrollton,GA,30118-0001,33.573621,-85.097762,0.4272,5,5971.0,17024.0
Young Harris College,Young Harris,GA,30582,34.933523,-83.84587,0.4566,5,32305.0,32305.0
Chaminade University of Honolulu,Honolulu,HI,96816-1578,21.28995,-157.807851,0.5814,8,29970.0,29970.0
University of Hawaii at Hilo,Hilo,HI,96720-4091,19.701189,-155.080847,0.4163,8,7838.0,20798.0
University of Hawaii at Manoa,Honolulu,HI,96822-2217,21.298598,-157.818979,0.6257,8,12186.0,34218.0
Hawaii Pacific University,Honolulu,HI,96813,21.310306,-157.859645,0.4121,8,33020.0,33020.0
University of Hawaii Maui College,Kahului,HI,96732-1617,20.88956,-156.477252,0.2734,8,3284.0,8420.0
University of Hawaii-West Oahu,Kapolei,HI,96707-4507,21.35531,-158.056403,0.4684,8,7584.0,20544.0
Boise Bible College,Boise,ID,83714-1220,43.658651,-116.291321,0.4815,7,11240.0,11240.0
Boise State University,Boise,ID,83725,43.604284,-116.203301,0.6187,7,8782.0,26976.0
Idaho State University,Pocatello,ID,83209,42.863832,-112.432312,0.383,7,8356.0,27466.0
University of Idaho,Moscow,ID,83844-2282,46.727406,-117.014167,0.609,7,8816.0,29784.0
The College of Idaho,Caldwell,ID,83605-4432,43.652284,-116.677992,0.6412,7,36030.0,36030.0
Lewis-Clark State College,Lewiston,ID,83501-2698,46.412199,-117.024875,0.4472,7,7388.0,21386.0
Northwest Nazarene University,Nampa,ID,83686-5897,43.562411,-116.565783,0.5993,7,39370.0,39370.0
Brigham Young University-Idaho,Rexburg,ID,83460-1690,43.818408,-111.782431,0.5508,7,4656.0,4656.0
College of Southern Idaho,Twin Falls,ID,83301,42.579837,-114.473901,0.3509,7,3360.0,6840.0
American Academy of Art College,Chicago,IL,60604-4302,41.87742,-87.624788,0.45,3,39510.0,39510.0
School of the Art Institute of Chicago,Chicago,IL,60603,41.88105,-87.625758,0.6402,3,54530.0,54530.0
Augustana College,Rock Island,IL,61201-2296,41.502365,-90.55057,0.7918,3,49834.0,49834.0
Aurora University,Aurora,IL,60506-4892,41.753631,-88.349023,0.5832,3,28220.0,28220.0
Blackburn College,Carlinville,IL,62626,39.287896,-89.870241,0.5241,3,26758.0,26758.0
Bradley University,Peoria,IL,61625-0001,40.696896,-89.616786,0.7214,3,39680.0,39680.0
Chicago State University,Chicago,IL,60628-1598,41.718446,-87.609384,0.1695,3,12754.0,12754.0
University of Chicago,Chicago,IL,60637,41.787994,-87.599539,0.9491,3,66939.0,66939.0
Columbia College Chicago,Chicago,IL,60605-1996,41.874261,-87.624667,0.4846,3,32520.0,32520.0
Concordia University-Chicago,River Forest,IL,60305-1499,41.898696,-87.809482,0.474,3,36258.0,36258.0
DePaul University,Chicago,IL,60604,41.877618,-87.62724,0.7,3,44460.0,44460.0
East-West University,Chicago,IL,60605,41.871309,-87.624793,0.2295,3,26100.0,26100.0
Eastern Illinois University,Charleston,IL,61920,39.479843,-88.175658,0.4517,3,13403.0,15879.0
Elmhurst University,Elmhurst,IL,60126-3296,41.897164,-87.945369,0.6519,3,41628.0,41628.0
Eureka College,Eureka,IL,61530,40.71482,-89.269624,0.4057,3,28400.0,28400.0
Governors State University,University Park,IL,60484,41.449103,-87.716441,0.196,3,11320.0,11320.0
Greenville University,Greenville,IL,62246,38.894162,-89.40824,0.5136,3,30598.0,30598.0
Hebrew Theological College,Skokie,IL,60077,42.010103,-87.760874,0.7308,3,14700.0,14700.0
University of Illinois Chicago,Chicago,IL,60607,41.871837,-87.650503,0.603,3,14338.0,29360.0
Benedictine University,Lisle,IL,60532-0900,41.777569,-88.097307,0.5095,3,34290.0,34290.0
University of Illinois Urbana-Champaign,Champaign,IL,61820-5711,40.104718,-88.229114,0.8489,3,16004.0,34501.0
Illinois Wesleyan University,Bloomington,IL,61702-2900,40.489901,-88.992014,0.8254,3,55704.0,55704.0
Illinois College,Jacksonville,IL,62650-2299,39.7313,-90.246171,0.6109,3,37470.0,37470.0
Illinois Institute of Technology,Chicago,IL,60616,41.8313,-87.627321,0.7244,3,51763.0,51763.0
Illinois State University,Normal,IL,61790-1000,40.509403,-88.990058,0.6632,3,16021.0,28086.0
Judson University,Elgin,IL,60123-1498,42.061754,-88.291336,0.5325,3,30910.0,30910.0
Knox College,Galesburg,IL,61401,40.943064,-90.373165,0.6751,3,55587.0,55587.0
Lake Forest College,Lake Forest,IL,60045-2338,42.249574,-87.827454,0.7042,3,54202.0,54202.0
Lewis University,Romeoville,IL,60446-2200,41.605432,-88.079032,0.6256,3,37882.0,37882.0
Lincoln Christian University,Lincoln,IL,62656-2111,40.148924,-89.346721,0.5823,3,15400.0,15400.0
Loyola University Chicago,Chicago,IL,60660,42.000765,-87.656872,0.7692,3,51716.0,51716.0
McKendree University,Lebanon,IL,62254-1291,38.608154,-89.816822,0.5954,3,34070.0,34070.0
Methodist College,Peoria,IL,61615,40.7804,-89.682864,0.75,3,18008.0,18008.0
Millikin University,Decatur,IL,62522-2084,39.842612,-88.976298,0.5907,3,26892.0,43670.0
Monmouth College,Monmouth,IL,61462-1998,40.914824,-90.63731,0.6014,3,43520.0,43520.0
Moody Bible Institute,Chicago,IL,60610-3284,41.897822,-87.633459,0.6199,3,15356.0,15356.0
National Louis University,Chicago,IL,60603,41.880093,-87.624699,0.3687,3,12345.0,12345.0
North Central College,Naperville,IL,60540,41.77576,-88.14279,0.7114,3,44394.0,44394.0
North Park University,Chicago,IL,60625-4895,41.975268,-87.709948,0.5596,3,35325.0,35325.0
Northern Illinois University,Dekalb,IL,60115-2828,41.933869,-88.766428,0.4965,3,12700.0,12700.0
Northwestern University,Evanston,IL,60208,42.050356,-87.679858,0.9589,3,65997.0,65997.0
Northeastern Illinois University,Chicago,IL,60625-4699,41.980399,-87.718983,0.1679,3,12383.0,22726.0
Olivet Nazarene University,Bourbonnais,IL,60914-2271,41.155237,-87.875165,0.6027,3,37940.0,37940.0
Principia College,Elsah,IL,62028-9799,38.948835,-90.350285,0.7619,3,33280.0,33280.0
Quincy University,Quincy,IL,62301-2699,39.938898,-91.385975,0.4274,3,35740.0,35740.0
Rockford University,Rockford,IL,61108-2311,42.270639,-89.019536,0.3826,3,37300.0,37300.0
Roosevelt University,Chicago,IL,60605-1394,41.876055,-87.624952,0.4099,3,20280.0,20280.0
Dominican University,River Forest,IL,60305,41.902678,-87.823003,0.6236,3,37844.0,37844.0
University of St Francis,Joliet,IL,60435-6188,41.532225,-88.096057,0.6463,3,37000.0,37000.0
Saint Xavier University,Chicago,IL,60655,41.707199,-87.714749,0.59,3,36840.0,36840.0
University of Illinois Springfield,Springfield,IL,62703-5407,39.729524,-89.616796,0.6137,3,12252.0,22017.0
St. Augustine College,Chicago,IL,60640-3501,41.972414,-87.662806,0.2775,3,13288.0,13288.0
Southern Illinois University-Carbondale,Carbondale,IL,62901-4512,37.714193,-89.217273,0.563,3,13244.0,13244.0
Southern Illinois University-Edwardsville,Edwardsville,IL,62026-1259,38.793949,-89.997779,0.5497,3,12922.0,12922.0
Telshe Yeshiva-Chicago,Chicago,IL,60625,41.975536,-87.71755,0.0769,3,15000.0,15000.0
Trinity Christian College,Palos Heights,IL,60463-0929,41.667687,-87.783973,0.6387,3,20325.0,20325.0
Trinity International University-Illinois,Deerfield,IL,60015-1283,42.197945,-87.880851,0.4565,3,12320.0,12320.0
VanderCook College of Music,Chicago,IL,60616-3731,41.836833,-87.629138,0.4667,3,30910.0,30910.0
Western Illinois University,Macomb,IL,61455,40.468086,-90.686899,0.4477,3,14952.0,14952.0
Wheaton College,Wheaton,IL,60187-5593,41.870176,-88.099643,0.8655,3,43930.0,43930.0
Anderson University,Anderson,IN,46012-3495,40.112768,-85.664315,0.4942,3,35640.0,35640.0
Ball State University,Muncie,IN,47306,40.203431,-85.409043,0.6327,3,10758.0,28766.0
Bethel University,Mishawaka,IN,46545-5591,41.678399,-86.194686,0.5721,3,33320.0,33320.0
Butler University,Indianapolis,IN,46208,39.8374,-86.172167,0.8015,3,45980.0,45980.0
Calumet College of Saint Joseph,Whiting,IN,46394,41.671008,-87.494123,0.299,3,22650.0,22650.0
DePauw University,Greencastle,IN,46135-1772,39.640904,-86.860363,0.8,3,57070.0,57070.0
Earlham College,Richmond,IN,47374-4095,39.823431,-84.915037,0.6794,3,51840.0,51840.0
University of Evansville,Evansville,IN,47722,37.971549,-87.531644,0.7127,3,42676.0,42676.0
Franklin College,Franklin,IN,46131-2623,39.478298,-86.047182,0.634,3,37350.0,37350.0
Goshen College,Goshen,IN,46526-4794,41.563582,-85.827795,0.6047,3,37760.0,37760.0
Grace College and Theological Seminary,Winona Lake,IN,46590-1274,41.22595,-85.814228,0.6991,3,30034.0,30034.0
Hanover College,Hanover,IN,47243,38.715642,-85.460051,0.6356,3,42894.0,42894.0
Holy Cross College,Notre Dame,IN,46556-0308,41.698996,-86.253822,0.2947,3,35500.0,35500.0
Huntington University,Huntington,IN,46750,40.898152,-85.497317,0.682,3,29982.0,29982.0
Purdue University Fort Wayne,Fort Wayne,IN,46805-1499,41.117278,-85.108962,0.3247,3,9254.0,22220.0
Indiana University-Indianapolis,Indianapolis,IN,46202-5143,39.772948,-86.172217,0.5387,3,10449.0,33717.0
University of Indianapolis,Indianapolis,IN,46227-3697,39.709571,-86.133969,0.5581,3,36136.0,36136.0
Indiana Institute of Technology,Fort Wayne,IN,46803-1228,41.078365,-85.116479,0.3139,3,30446.0,30446.0
University of Southern Indiana,Evansville,IN,47712,37.962374,-87.677214,0.5195,3,10136.0,22573.0
Indiana State University,Terre Haute,IN,47809,39.469073,-87.407846,0.4107,3,9992.0,21734.0
Indiana University-Kokomo,Kokomo,IN,46902-9003,40.460062,-86.132048,0.4475,3,8179.0,22043.0
Indiana University-South Bend,South Bend,IN,46615-7111,41.665324,-86.221991,0.3574,3,8179.0,22043.0
