INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION
Peru State College,Peru,NE,68421-0010,40.474689,-95.732731,0.3772,4
Summit Christian College,Gering,NE,69341,41.829274,-103.675715,0.6667,4
College of Saint Mary,Omaha,NE,68106,41.240028,-96.021425,0.5941,4
Union Adventist University,Lincoln,NE,68506,40.774778,-96.651095,0.4586,4
Wayne State College,Wayne,NE,68787,42.241556,-97.015122,0.557,4
York University,York,NE,68467-2699,40.869526,-97.579352,0.374,4
College of Southern Nevada,Las Vegas,NV,89146-1164,36.158114,-115.233099,0.1785,8
Las Vegas College,Las Vegas,NV,89113,36.067688,-115.275386,0.5789,8
University of Nevada-Las Vegas,Las Vegas,NV,89154,36.106047,-115.138462,0.5012,8
University of Nevada-Reno,Reno,NV,89557,39.543642,-119.815377,0.6245,8
Great Basin College,Elko,NV,89801,40.84343,-115.767274,0.5153,8
Truckee Meadows Community College,Reno,NV,89512-3999,39.571402,-119.796975,0.2817,8
Western Nevada College,Carson City,NV,89703-7399,39.186158,-119.79036,0.3663,8
Colby-Sawyer College,New London,NH,03257-7835,43.411663,-71.975805,0.6162,1
Dartmouth College,Hanover,NH,03755-3529,43.704115,-72.289949,0.9604,1
Franklin Pierce University,Rindge,NH,03461-0060,42.78014,-72.058011,0.461,1
Magdalen College,Warner,NH,03278-4012,43.314908,-71.834444,0.5333,1
New England College,Henniker,NH,03242,43.176403,-71.822282,0.3109,1
Southern New Hampshire University,Manchester,NH,03106-1045,43.038922,-71.451842,0.4487,1
University of New Hampshire-Main Campus,Durham,NH,03824-3547,43.135934,-70.932465,0.7645,1
Keene State College,Keene,NH,03435-1506,42.926452,-72.279276,0.5844,1
University of New Hampshire at Manchester,Manchester,NH,03101-1113,42.987209,-71.468755,0.6508,1
Plymouth State University,Plymouth,NH,03264-1595,43.759573,-71.690164,0.4743,1
Rivier University,Nashua,NH,03060,42.738676,-71.45626,0.5871,1
Saint Anselm College,Manchester,NH,03102-1310,42.986889,-71.503622,0.8315,1
University of New Hampshire College of Professional Studies Online,Manchester,NH,03101,42.987209,-71.468755,0.1429,1
Thomas More College of Liberal Arts,Merrimack,NH,03054,42.80683,-71.48437,0.6154,1
Eastwick College-Hackensack,Hackensack,NJ,07601,40.885847,-74.040491,0.44,2
Berkeley College-Woodland Park,Woodland Park,NJ,07424,40.898587,-74.189483,0.4476,2
Bloomfield College,Bloomfield,NJ,07003,40.795105,-74.194309,0.3105,2
Caldwell University,Caldwell,NJ,07006-6195,40.832753,-74.272571,0.587,2
Centenary University,Hackettstown,NJ,07840,40.84764,-74.833644,0.5659,2
Drew University,Madison,NJ,07940,40.761829,-74.424584,0.7243,2
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,07666,40.897209,-74.028986,0.6171,2
Felician University,Lodi,NJ,07644,40.867272,-74.096452,0.4968,2
Fairleigh Dickinson University-Florham Campus,Madison,NJ,07940,40.774498,-74.432121,0.723,2
Georgian Court University,Lakewood,NJ,08701-2697,40.099617,-74.228186,0.5509,2
Rowan University,Glassboro,NJ,08028,39.709108,-75.119119,0.6828,2
Eastwick College-Ramsey,Ramsey,NJ,07446-2551,41.057866,-74.131486,0.6364,2
New Jersey City University,Jersey City,NJ,07305,40.709937,-74.08727,0.3874,2
Kean University,Union,NJ,07083,40.677981,-74.233503,0.4338,2
Monmouth University,West Long Branch,NJ,07764-1898,40.280066,-74.006447,0.7033,2
Montclair State University,Montclair,NJ,07043-1624,40.860414,-74.198141,0.6426,2
New Jersey Institute of Technology,Newark,NJ,07102,40.741997,-74.177113,0.7311,2
Princeton University,Princeton,NJ,08544-0070,40.348732,-74.659365,0.9709,2
Rabbinical College of America,Morristown,NJ,07960-3600,40.805705,-74.49878,0.1833,2
Ramapo College of New Jersey,Mahwah,NJ,07430-1680,41.080942,-74.174086,0.7186,2
Rider University,Lawrenceville,NJ,08648-3099,40.278796,-74.737833,0.6332,2
Rutgers University-Camden,Camden,NJ,08102,39.948064,-75.12224,0.6645,2
Rutgers University-New Brunswick,New Brunswick,NJ,08901-1281,40.498769,-74.446251,0.8501,2
Rutgers University-Newark,Newark,NJ,07102,40.739122,-74.175809,0.676,2
Saint Peter's University,Jersey City,NJ,07306-5997,40.727105,-74.071541,0.6313,2
Seton Hall University,South Orange,NJ,07079-2697,40.742336,-74.246027,0.7147,2
Saint Elizabeth University,Morristown,NJ,07960,40.78182,-74.438221,0.4024,2
Stevens Institute of Technology,Hoboken,NJ,07030-5991,40.744776,-74.025334,0.8988,2
Stockton University,Galloway,NJ,08205-9441,39.492036,-74.531087,0.7197,2
Talmudical Academy-New Jersey,Adelphia,NJ,07710,40.217456,-74.250167,0.1,2
The College of New Jersey,Ewing,NJ,08628-7718,40.268651,-74.778791,0.8523,2
William Paterson University of New Jersey,Wayne,NJ,07470,40.945255,-74.200248,0.4771,2
Navajo Technical University,Crownpoint,NM,87313-0849,35.687431,-108.149392,0.1971,6
Eastern New Mexico University-Main Campus,Portales,NM,88130,34.175592,-103.34819,0.3981,6
Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM,87508-1300,35.586563,-106.010015,0.2453,6
New Mexico Highlands University,Las Vegas,NM,87701,35.596233,-105.219197,0.2559,6
New Mexico Institute of Mining and Technology,Socorro,NM,87801,34.067041,-106.905211,0.5636,6
University of New Mexico-Main Campus,Albuquerque,NM,87131,35.083868,-106.620155,0.5253,6
New Mexico State University-Main Campus,Las Cruces,NM,88003-8001,32.281568,-106.752069,0.5222,6
Northern New Mexico College,Espanola,NM,87532,36.004073,-106.084395,0.3259,6
University of the Southwest,Hobbs,NM,88240,32.775496,-103.186948,0.2667,6
Western New Mexico University,Silver City,NM,88061,32.7767,-108.283284,0.3489,6
Vaughn College of Aeronautics and Technology,Flushing,NY,11369,40.768348,-73.881721,0.3992,2
Adelphi University,Garden City,NY,11530-0701,40.721439,-73.653321,0.6893,2
Bryant & Stratton College-Albany,Albany,NY,12205,42.698125,-73.809977,0.2195,2
Albany College of Pharmacy and Health Sciences,Albany,NY,12208-3492,42.650371,-73.779063,0.6882,2
Alfred University,Alfred,NY,14802-1205,42.254476,-77.788106,0.555,2
American Musical and Dramatic Academy,New York,NY,10023,40.772275,-73.987549,0.7202,2
Associated Beth Rivkah Schools,Brooklyn,NY,11225-0000,40.665544,-73.950704,0.7407,2
Bard College,Annandale-On-Hudson,NY,12504-5000,42.020386,-73.909927,0.7271,2
Barnard College,New York,NY,10027-6598,40.810098,-73.963346,0.9294,2
Berkeley College-New York,New York,NY,10017,40.753986,-73.979458,0.4025,2
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,11204,40.635444,-73.981202,0.35,2
Mount Sinai Phillips School of Nursing,New York,NY,10035-6354,40.804778,-73.936639,1.0,2
Boricua College,New York,NY,10032-1560,40.833434,-73.9458,0.7063,2
Bryant & Stratton College-Syracuse North,Liverpool,NY,13090,43.149337,-76.230807,0.25,2
Bryant & Stratton College-Buffalo,Buffalo,NY,14203,42.887197,-78.869108,0.275,2
Bryant & Stratton College-Greece,Rochester,NY,14612,43.240547,-77.69559,0.3043,2
Canisius University,Buffalo,NY,14208-1098,42.925206,-78.852577,0.7065,2
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,11213-2798,40.669694,-73.938778,0.0278,2
Clarkson University,Potsdam,NY,13699,44.662716,-74.999359,0.7356,2
Colgate University,Hamilton,NY,13346-1398,42.819475,-75.536346,0.9053,2
Metropolitan College of New York,New York,NY,10006-1742,40.708706,-74.014702,0.2474,2
Columbia University in the City of New York,New York,NY,10027,40.808286,-73.961885,0.9496,2
The Cooper Union for the Advancement of Science and Art,New York,NY,10003-7120,40.728148,-73.991609,0.8032,2
Cornell University,Ithaca,NY,14853,42.4472,-76.483084,0.9514,2
Culinary Institute of America,Hyde Park,NY,12538-1499,41.745806,-73.933231,0.6467,2
CUNY Bernard M Baruch College,New York,NY,10010,40.740238,-73.983417,0.7211,2
CUNY Brooklyn College,Brooklyn,NY,11210,40.631517,-73.949898,0.5658,2
College of Staten Island CUNY,Staten Island,NY,10314,40.601831,-74.14849,0.3278,2
CUNY City College,New York,NY,10031,40.819846,-73.948542,0.5466,2
CUNY Hunter College,New York,NY,10065,40.768669,-73.964795,0.6099,2
CUNY John Jay College of Criminal Justice,New York,NY,10019,40.770351,-73.98841,0.5549,2
CUNY Lehman College,Bronx,NY,10468,40.872962,-73.895379,0.4929,2
CUNY Medgar Evers College,Brooklyn,NY,11225,40.666256,-73.957076,0.2229,2
CUNY New York City College of Technology,Brooklyn,NY,11201,40.695483,-73.987856,0.1941,2
CUNY Queens College,Queens,NY,11367,40.736416,-73.820053,0.6016,2
CUNY York College,Jamaica,NY,11451,40.701576,-73.796313,0.3027,2
D'Youville  University,Buffalo,NY,14201-1084,42.902636,-78.890868,0.5668,2
Daemen University,Amherst,NY,14226-3592,42.965605,-78.788111,0.584,2
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,11691-5219,40.60049,-73.743901,0.5333,2
Dominican University New York,Orangeburg,NY,10962-1210,41.047419,-73.950555,0.5677,2
Elmira College,Elmira,NY,14901,42.0961,-76.813459,0.6404,2
Fashion Institute of Technology,New York,NY,10001-5992,40.74731,-73.994781,0.8333,2
Five Towns College,Dix Hills,NY,11746-5871,40.794506,-73.369348,0.4898,2
Fordham University,Bronx,NY,10458,40.859354,-73.882705,0.8027,2
Hamilton College,Clinton,NY,13323,43.050245,-75.408195,0.9125,2
Hartwick College,Oneonta,NY,13820-4020,42.457599,-75.071994,0.4615,2
Hilbert College,Hamburg,NY,14075-1597,42.75464,-78.820257,0.4699,2
Hobart William Smith Colleges,Geneva,NY,14456,42.858131,-76.985516,0.7271,2
Hofstra University,Hempstead,NY,11549,40.715959,-73.60078,0.671,2
Houghton University,Houghton,NY,14744,42.426137,-78.155426,0.6466,2
Iona University,New Rochelle,NY,10801-1890,40.925725,-73.788046,0.5744,2
Ithaca College,Ithaca,NY,14850-7002,42.422154,-76.494136,0.7411,2
Jamestown Business College,Jamestown,NY,14701-4756,42.095452,-79.249601,0.6053,2
Jewish Theological Seminary of America,New York,NY,10027-4649,40.811892,-73.960582,0.8684,2
The Juilliard School,New York,NY,10023-6588,40.773725,-73.982913,0.9,2
Kehilath Yakov Rabbinical Seminary,Ossining,NY,10562,41.220521,-73.814887,0.4694,2
Keuka College,Keuka Park,NY,14478,42.615253,-77.090562,0.4877,2
LIM College,New York,NY,10017-0000,40.754991,-73.979413,0.5299,2
Le Moyne College,Syracuse,NY,13214-1301,43.049192,-76.090435,0.7098,2
Long Island University,Brookville,NY,11548-1327,40.820714,-73.593678,0.5544,2
Machzikei Hadath Rabbinical College,Brooklyn,NY,11204-1805,40.627937,-73.988378,0.2791,2
Manhattan College,Riverdale,NY,10471-4098,40.889756,-73.901893,0.6597,2
Manhattan School of Music,New York,NY,10027,40.812312,-73.961334,0.7826,2
Manhattanville College,Purchase,NY,10577,41.032187,-73.715645,0.5373,2
Maria College of Albany,Albany,NY,12208,42.657789,-73.806287,0.4286,2
Marist College,Poughkeepsie,NY,12601,41.720937,-73.935484,0.7984,2
Marymount Manhattan College,New York,NY,10021-4597,40.768787,-73.959767,0.4981,2
Mercy University,Dobbs Ferry,NY,10522,41.021626,-73.874447,0.481,2
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,11218,40.6382,-73.969395,0.3333,2
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,NY,11218-5559,40.635236,-73.979327,0.75,2
Mesivtha Tifereth Jerusalem of America,New York,NY,10002-6301,40.713812,-73.991271,0.1667,2
Mirrer Yeshiva Cent Institute,Brooklyn,NY,11223-2010,40.605043,-73.966049,0.6383,2
Molloy College,Rockville Centre,NY,11571-5002,40.685941,-73.626183,0.7176,2
Monroe College,Bronx,NY,10468,40.864459,-73.900215,0.5748,2
Mount Saint Mary College,Newburgh,NY,12550,41.513872,-74.012655,0.6566,2
University of Mount Saint Vincent,Bronx,NY,10471-1093,40.913657,-73.908887,0.5714,2
Nazareth University,Rochester,NY,14618-3790,43.101576,-77.518579,0.7291,2
The New School,New York,NY,10011,40.735508,-73.997114,0.7119,2
New York University,New York,NY,10012-1091,40.729452,-73.997264,0.8846,2
Niagara University,Niagara University,NY,14109,43.137279,-79.036689,0.7024,2
New York Institute of Technology,Old Westbury,NY,11568-8000,40.812447,-73.6078,0.5604,2
New York School of Interior Design,New York,NY,10021,40.768615,-73.962404,0.5385,2
Ohr Hameir Theological Seminary,Peekskill,NY,10566,41.268725,-73.889793,0.75,2
Pace University,New York,NY,10038-1598,40.711014,-74.004719,0.6141,2
Paul Smiths College of Arts and Science,Paul Smiths,NY,12970-0265,44.433965,-74.252675,0.5333,2
Plaza College,Forest Hills,NY,11375,40.714894,-73.831156,0.6287,2
Davis College,Pottersville,NY,12860-2300,43.730713,-73.812057,0.3889,2
Pratt Institute-Main,Brooklyn,NY,11205,40.691297,-73.96431,0.7269,2
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,11230,40.618347,-73.963615,0.1923,2
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,11219,40.631954,-73.985026,0.9714,2
Rabbinical College Beth Shraga,Monsey,NY,10952-3033,41.114116,-74.07258,0.4545,2
Rabbinical Seminary Mkor Chaim,Lakewood,NJ,08701-5827,40.046838,-74.214817,0.25,2
Rabbinical College of Long Island,Long Beach,NY,11561,40.586427,-73.670238,0.3415,2
Rabbinical Seminary of America,Flushing,NY,11367,40.72308,-73.817161,0.3431,2
Rensselaer Polytechnic Institute,Troy,NY,12180-3590,42.729978,-73.676646,0.8316,2
Roberts Wesleyan University,Rochester,NY,14624,43.125755,-77.798498,0.6393,2
Rochester Institute of Technology,Rochester,NY,14623-5603,43.084188,-77.67386,0.708,2
University of Rochester,Rochester,NY,14627-0011,43.126397,-77.631202,0.8448,2
Russell Sage College,Troy,NY,12180,42.72822,-73.693711,0.6567,2
St Bonaventure University,Saint Bonaventure,NY,14778-9800,42.080191,-78.481107,0.7039,2
St. Francis College,Brooklyn,NY,11201,40.690233,-73.986559,0.5229,2
St Lawrence University,Canton,NY,13617,44.589879,-75.161343,0.7965,2
The College of Saint Rose,Albany,NY,12203-1490,42.664297,-73.786661,0.5095,2
St. Thomas Aquinas College,Sparkill,NY,10976-1050,41.041576,-73.936799,0.626,2
Sarah Lawrence College,Bronxville,NY,10708,40.9355,-73.843727,0.6997,2
Sh'or Yoshuv Rabbinical College,Lawrence,NY,11559-1714,40.605227,-73.740085,0.0,2
Siena College,Loudonville,NY,12211-1462,42.717602,-73.7526,0.7584,2
Skidmore College,Saratoga Springs,NY,12866,43.097035,-73.785335,0.8167,2
St. Joseph's University-New York,Brooklyn,NY,11205-3688,40.690418,-73.967664,0.6421,2
St. John Fisher University,Rochester,NY,14618-3597,43.116259,-77.513056,0.7444,2
St. John's University-New York,Queens,NY,11439,40.722523,-73.796104,0.6846,2
SUNY College of Technology at Alfred,Alfred,NY,14802,42.255262,-77.794632,0.5269,2
SUNY College of Technology at Canton,Canton,NY,13617-1098,44.604096,-75.182906,0.4406,2
SUNY College of Technology at Delhi,Delhi,NY,13753-1100,42.269859,-74.924612,0.4796,2
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,12043,42.672534,-74.498258,0.4091,2
Farmingdale State College,Farmingdale,NY,11735-1021,40.754224,-73.42832,0.5706,2
SUNY Morrisville,Morrisville,NY,13408,42.893962,-75.640583,0.319,2
University at Albany,Albany,NY,12222,42.685489,-73.824662,0.6389,2
Binghamton University,Vestal,NY,13850-6000,42.087868,-75.966889,0.8365,2
University at Buffalo,Buffalo,NY,14260-1660,43.000942,-78.789458,0.7341,2
Stony Brook University,Stony Brook,NY,11794-0701,40.91476,-73.12046,0.7785,2
SUNY College of Environmental Science and Forestry,Syracuse,NY,13210,43.034765,-76.138724,0.6994,2
SUNY Polytechnic Institute,Utica,NY,13502,43.137701,-75.229841,0.5918,2
SUNY Brockport,Brockport,NY,14420-2919,43.211926,-77.947188,0.5664,2
SUNY Buffalo State University,Buffalo,NY,14222,42.933832,-78.882125,0.3604,2
State University of New York at Cortland,Cortland,NY,13045-0900,42.598022,-76.188655,0.6825,2
SUNY at Fredonia,Fredonia,NY,14063-1136,42.452236,-79.337375,0.5348,2
SUNY College at Geneseo,Geneseo,NY,14454-1465,42.796645,-77.821894,0.7209,2
State University of New York at New Paltz,New Paltz,NY,12561-2443,41.740936,-74.082188,0.6888,2
SUNY Oneonta,Oneonta,NY,13820-4015,42.468861,-75.063632,0.7024,2
State University of New York at Oswego,Oswego,NY,13126,43.454287,-76.540798,0.6037,2
SUNY College at Potsdam,Potsdam,NY,13676-2294,44.662148,-74.973815,0.4788,2
SUNY at Purchase College,Purchase,NY,10577-1400,41.047223,-73.701955,0.6156,2
SUNY Old Westbury,Old Westbury,NY,11568-0210,40.799021,-73.571907,0.4659,2
SUNY College at Plattsburgh,Plattsburgh,NY,12901-2681,44.69293,-73.466536,0.5884,2
Empire State University,Saratoga Springs,NY,12866-4391,43.077283,-73.782484,0.2932,2
SUNY Maritime College,Throggs Neck,NY,10465-4198,40.807217,-73.795309,0.7485,2
Syracuse University,Syracuse,NY,13244,43.036644,-76.133989,0.8135,2
Talmudical Seminary Oholei Torah,Brooklyn,NY,11213,40.670089,-73.945759,0.1395,2
Talmudical Institute of Upstate New York,Rochester,NY,14618-3046,43.147062,-77.574943,0.1667,2
Torah Temimah Talmudical Seminary,Staten Island,NY,10312,40.557785,-74.168769,0.0952,2
Touro University,New York,NY,10036,40.757267,-73.980813,0.6496,2
Trocaire College,Buffalo,NY,14220-2094,42.846693,-78.812398,0.1919,2
Union College,Schenectady,NY,12308-2311,42.818097,-73.928788,0.8526,2
United Talmudical Seminary,Brooklyn,NY,11211,40.705687,-73.959113,0.5694,2
United States Merchant Marine Academy,Kings Point,NY,11024-1634,40.81357,-73.763004,0.8061,0
United States Military Academy,West  Point,NY,10996,41.388988,-73.956772,0.8541,0
Utica University,Utica,NY,13502-4892,43.096213,-75.272916,0.5547,2
Vassar College,Poughkeepsie,NY,12604,41.686895,-73.895088,0.8914,2
Villa Maria College,Buffalo,NY,14225-3999,42.91223,-78.796823,0.3101,2
School of Visual Arts,New York,NY,10010,40.738809,-73.982359,0.7493,2
Wagner College,Staten Island,NY,10301-4495,40.615588,-74.092913,0.6814,2
Webb Institute,Glen Cove,NY,11542-1398,40.884444,-73.644909,0.8077,2
Wells College,Aurora,NY,13026-0500,42.742943,-76.696028,0.4088,2
The College of Westchester,White Plains,NY,10606-1200,41.033687,-73.784404,0.3205,2
Yeshiva Karlin Stolin,Brooklyn,NY,11204-1545,40.624918,-73.983373,0.3333,2
Yeshiva Derech Chaim,Brooklyn,NY,11218-0000,40.636889,-73.979757,0.1818,2
Yeshiva of Nitra Rabbinical College,Chester,NY,10918,41.353674,-74.255911,0.1818,2
